from,to,cost
2,15,3.294282267282213
2,16,3.830438324510402
2,17,4.637210577890005
2,18,5.665463409146971
2,19,6.414508153654963
2,20,6.58806115991777
2,21,6.782834782444785
2,22,7.243930860317887
2,23,7.391831244124435
2,24,9.978085661047452
2,25,11.40461110887211
2,26,10.360997310973408
2,27,9.51192272111908
2,28,8.66112828798088
2,29,7.623814181031826
2,30,6.61378722403019
2,31,5.229234140760006
2,32,4.830215694911691
2,33,4.412815425383357
2,34,4.067781586454481
2,35,4.393621642246874
2,36,6.050243008213106
2,37,7.290561738721583
2,38,8.435374944855173
2,39,8.605968973208599
2,40,3.6127030721444613
2,41,2.9602783042673817
2,42,2.3950603089790574
2,43,2.4873914356651654
2,44,2.657898688265296
2,45,3.281828935836013
2,46,4.106201388482014
2,47,5.04423999750427
2,48,5.920697185037011
2,49,6.656386843248906
2,50,7.610981842465627
2,51,8.43004788352101
2,52,9.169037986035297
2,53,9.36584761796792
2,54,10.360498070475822
2,55,10.559743775743556
2,56,10.543216207573355
2,57,11.992442309637958
2,58,13.454422800406775
2,59,15.499412336492414
2,60,15.128457127545918
2,61,13.994137958405254
2,62,12.755503166203672
2,63,11.50165979460063
2,64,10.353974303998209
2,65,9.82742856912655
2,66,8.79043319693918
2,67,8.02779759730176
2,68,5.2995721237071995
2,69,2.7495334195059598
2,70,2.353359098595408
2,71,2.232069558711157
2,72,2.4654326329218716
2,73,3.0548750317485904
2,74,3.83380883654345
2,75,4.189735086606744
2,76,5.051131456136381
2,77,6.367091184708211
2,78,4.009702813780941
2,79,3.5552453025712203
2,80,3.167958025271672
2,81,3.164186542170458
2,82,11.404402329948208
2,83,9.635061738146158
2,84,8.764619250374661
2,85,7.5082976576134195
2,86,6.158193940736302
2,87,5.38544686469446
2,88,4.420341924615486
2,89,3.2097685067811583
2,90,1.8225920477241453
2,91,1.1505066651870788
2,92,3.3745580073293997
2,93,8.681651537414995
2,94,7.710356047444612
2,95,6.8202761013216735
2,96,6.069231162313036
2,97,4.8979623177441525
2,98,14.079458985180294
2,99,12.794714456592502
2,100,0.9355014383480076
2,101,2.5717240811300677
2,102,4.22544608648507
2,103,1.5442015951455512
2,104,3.684608239897092
2,105,1.2562803232773845
2,106,2.193412184694154
2,107,3.534331303671838
2,108,8.624470126779029
2,109,8.01729780939252
2,110,8.122695292847288
2,111,8.078921074095174
2,112,8.268491527144505
2,113,8.384733544368775
2,114,8.885239839986324
2,115,9.45694345860741
2,116,8.689680219664128
2,117,8.547945442207974
2,118,8.48653997523782
3,0,15.56265301278093
3,1,2.5799523937249083
3,2,2.116787976332301
3,4,0.915101854650603
3,5,1.7335423312945297
3,6,2.211104695093108
3,7,3.0107485477180065
3,8,4.297615812773888
3,9,4.923833061140283
3,10,5.420313602819095
3,11,5.717327371389978
3,12,6.083833413767714
3,13,4.263735459467177
3,14,4.957288423296626
3,15,5.078700402864759
3,16,5.361936863266527
3,17,5.922105950035525
3,18,6.942600263049203
3,19,7.580632678600937
3,20,7.381908612894173
3,21,7.392951551535011
3,22,7.605442763610651
3,23,7.619552486834466
3,24,7.873902564073096
3,25,9.288024341998549
3,26,8.244470491579067
3,27,7.39653939484756
3,28,6.544383259550731
3,29,5.507031313024306
3,30,4.4990283579753525
3,31,3.1495955550181063
3,32,2.862883080718713
3,33,2.6860942831281167
3,34,2.7390149460683713
3,35,3.4217229011756785
3,36,4.2523348012310604
3,37,5.442420735867461
3,38,6.5923629115316515
3,39,6.702561762775357
3,40,2.768049541756417
3,41,2.6167482553915193
3,42,2.8645482120472616
3,43,3.323448987012869
3,44,3.9684936681390637
3,45,5.120750297998513
3,46,6.048092064144111
3,47,6.987360732089093
3,48,7.859310391064324
3,49,8.579391564901412
3,50,9.474600582055603
3,51,10.263271901898781
3,52,11.008991176015419
3,53,11.274631448542602
3,54,12.113608897037711
3,55,12.148785289093826
3,56,12.02091115020187
3,57,13.509011234546582
3,58,15.09430374573258
3,59,17.124817636434358
3,60,13.683822571519878
3,61,12.548420323899922
3,62,11.405957226847082
3,63,10.300400545480414
3,64,9.252389697995685
3,65,8.791578043592814
3,66,7.915382499868558
3,67,7.30045825068812
3,68,4.456567458842896
3,69,2.0644360072783066
3,70,1.146980941869431
3,71,0.7505067101077505
3,72,1.3643904676168301
3,73,2.252455266677085
3,74,3.2282212878596903
3,75,3.872640286142379
3,76,5.091814933571933
3,77,6.476675526463225
3,78,2.8218205050920013
3,79,2.103075345600078
3,80,1.33461843095484
3,81,1.2557611849283914
3,82,10.93129703298465
3,83,9.173438604879088
3,84,8.362739041542522
3,85,7.266721148471023
3,86,6.222316452078028
3,87,5.654287246609746
3,88,4.919882770163638
3,89,3.9095993503208266
3,90,2.897055320645294
3,91,2.073647159538281
3,92,1.7474374031555346
3,93,9.627546317425994
3,94,8.612465153440414
3,95,7.677235343218238
3,96,6.901761560635993
3,97,5.669020758174898
3,98,13.491958353613159
3,99,12.290053343532579
3,100,1.203881985652902
3,101,2.5875408802133126
3,102,3.5904779981581734
3,103,1.5543607305637315
3,104,3.4362039156920647
3,105,1.3974878587416149
3,106,2.293668814385817
3,107,3.542423565732725
3,108,6.5391090328090575
3,109,5.9545538553904205
3,110,6.137614876451204
3,111,6.4342952831693765
3,112,6.739617488947365
3,113,7.008446235216156
3,114,7.771594476358874
3,115,8.428618594708981
3,116,7.894035814911681
3,117,8.426100080985922
3,118,8.677630399511841
4,0,14.951596155978478
4,1,3.477357409199296
4,2,3.0296340778238
4,3,0.915101854650603
4,5,0.8413824703417632
4,6,1.5299430374501417
4,7,2.3638058124777985
4,8,3.500502646559347
4,9,4.109893858418976
4,10,4.703968984517064
4,11,5.0455342009541315
4,12,5.4735695863388685
4,13,5.178438893887109
4,14,5.8666405572454625
4,15,5.9440605755507265
4,16,6.169031509158158
4,17,6.656964323522864
4,18,7.65932634178285
4,19,8.255356206549113
4,20,7.938570484763083
4,21,7.885440848742179
4,22,8.002210112754367
4,23,7.964469699612608
4,24,6.95958499295117
4,25,8.375321063113324
4,26,7.33468024299487
4,27,6.489627022802904
4,28,5.63371730855718
4,29,4.595566905570286
4,30,3.5844763629565257
4,31,2.250580524921668
4,32,2.0577262928290927
4,33,2.09791169652793
4,34,2.446785008147263
4,35,3.269611420958376
4,36,3.5301279839864708
4,37,4.666911188080015
4,38,5.808073151636412
4,39,5.884738436812253
4,40,2.772014817369294
4,41,2.8980353631448152
4,42,3.4170721386546656
4,43,3.940036586398144
4,44,4.677493705886329
4,45,5.944464445834389
4,46,6.894765956468731
4,47,7.829503788213052
4,48,8.696224182902407
4,49,9.407996383915371
4,50,10.277869656120114
4,51,11.052218831612935
4,52,11.79817186489528
4,53,12.090293059888294
4,54,12.86532347014383
4,55,12.835803945275073
4,56,12.664827738790247
4,57,14.161902035289442
4,58,15.792101056715216
4,59,17.812026460713554
4,60,13.056448166558608
4,61,11.925417618802859
4,62,10.834789368296601
4,63,9.80873834929007
4,64,8.819964674082655
4,65,8.397144426756107
4,66,7.613443215376303
4,67,7.082828984931895
4,68,4.291228761106334
4,69,2.3009934857381404
4,70,1.4450536355179318
4,71,1.2420240480416693
4,72,1.738416056635901
4,73,2.5204343315620674
4,74,3.441315468162768
4,75,4.153857489979191
4,76,5.4436964791454745
4,77,6.803902919110555
4,78,2.7654089423005948
4,79,1.985999379097814
4,80,1.0702623679636913
4,81,0.7628497660660585
4,82,10.772371169172244
4,83,9.043137828663411
4,84,8.273820721237591
4,85,7.274571901021408
4,86,6.394550364000297
4,87,5.932250209726909
4,88,5.320129404866714
4,89,4.439159511730374
4,90,3.6146815886514956
4,91,2.8603682867251767
4,92,1.4148661110402205
4,93,10.08305734106011
4,94,9.064255960630256
4,95,8.127246729958916
4,96,7.358672574830619
4,97,6.137974297595246
4,98,13.25873287321527
4,99,12.103512157883259
4,100,2.107295659635046
4,101,3.022707948507026
4,102,3.601380932455141
4,103,2.241301458286159
4,104,3.646163998573308
4,105,2.237123784452697
4,106,2.919919682004458
4,107,3.9824361922661877
4,108,5.63095280587133
4,109,5.056769010214424
4,110,5.27895151579799
4,111,5.761181436169835
4,112,6.125049928698033
4,113,6.470689699324646
4,114,7.354939177386093
4,115,8.043247156055338
4,116,7.630765937499471
4,117,8.46075173803911
4,118,8.841876120632827
5,0,14.656577807764045
5,1,4.237232074583901
5,2,3.8479251930912026
5,3,1.7335423312945297
5,4,0.8413824703417632
5,6,0.9532989495062111
5,7,1.7296600246802076
5,8,2.693464223258357
5,9,3.2893998479645172
5,10,3.945068486749454
5,11,4.317765313124392
5,12,4.790742998794543
5,13,5.98802498897544
5,14,6.641638889483795
5,15,6.642841835303756
5,16,6.793826130204551
5,17,7.197795053866679
5,18,8.173066050549334
5,19,8.720219734650351
5,20,8.285047097239595
5,21,8.16912453454063
5,22,8.1921479190999
5,23,8.105383250227234
5,24,6.181925901326866
5,25,7.5624145330661126
5,26,6.514060822045349
5,27,5.663997589756914
5,28,4.815624274772941
5,29,3.78033799289266
5,30,2.7871063967621668
5,31,1.5929065911789633
5,32,1.6834634872412726
5,33,2.0855846496779202
5,34,2.720102381082992
5,35,3.604341439411367
5,36,3.2049201504607883
5,37,4.220848028345656
5,38,5.329223383229181
5,39,5.348224191594409
5,40,3.2564030245614983
5,41,3.546027841773734
5,42,4.179234007905218
5,43,4.721350650546537
5,44,5.487752945089195
5,45,6.782726304428595
5,46,7.735570153245772
5,47,8.669753571373565
5,48,9.535691496227056
5,49,10.246020511488059
5,50,11.11005502748255
5,51,11.880099329075524
5,52,12.625862731742307
5,53,12.925120626005297
5,54,13.679654915061386
5,55,13.622543601426463
5,56,13.43072761508951
5,57,14.930952972615751
5,58,16.581992347986766
5,59,18.595931587713785
5,60,12.747380558815985
5,61,11.625844594631566
5,62,10.60222004767146
5,63,9.673068279031028
5,64,8.756559210410384
5,65,8.377809521490866
5,66,7.696364611937752
5,67,7.253227969063977
5,68,4.56979833245176
5,69,2.955784694910084
5,70,2.193954015677879
5,71,1.8531940215020484
5,72,2.1787448145075206
5,73,2.775952942185505
5,74,3.5775514264673056
5,75,4.315999533131288
5,76,5.631041867083964
5,77,6.943029931705901
5,78,2.7087793681365584
5,79,1.9764461804639017
5,80,1.2079030727538174
5,81,1.2483761558371065
5,82,10.963285732059074
5,83,9.271968884428684
5,84,8.545854351396894
5,85,7.6382388899813565
5,86,6.894316475238159
5,87,6.510254621888253
5,88,5.980804097605595
5,89,5.177825207423164
5,90,4.432621466270803
5,91,3.6967704569818176
5,92,1.8105614769300833
5,93,10.747302456755008
5,94,9.729871174347796
5,95,8.795909215781442
5,96,8.035482785862612
5,97,6.829751870785346
5,98,13.368483610444326
5,99,12.262011089490098
5,100,2.936267788263824
5,101,3.742521413685666
5,102,4.0479812133951825
5,103,3.063603029801396
5,104,4.225980277050865
5,105,2.954321330404522
5,106,3.4362075326367223
5,107,4.293018376649845
5,108,4.889939416341389
5,109,4.3544094478136435
5,110,4.670561557084393
5,111,5.447931957114648
5,112,5.882914122517621
5,113,6.3169069975706575
5,114,7.323876114524915
5,115,8.036984640611603
5,116,7.751023625762462
5,117,8.834263829751446
5,118,9.313085905606496
6,0,15.336158709460559
6,1,4.406995407180994
6,2,4.195734285325279
6,3,2.211104695093108
6,4,1.5299430374501417
6,5,0.9532989495062111
6,7,0.833865290155018
6,8,2.1196883149199155
6,9,2.7570940825733787
6,10,3.2118382778364394
6,11,3.5282120952348985
6,12,3.943779939294588
6,13,6.2586559029493
6,14,6.797506131070435
6,15,6.629120228130808
6,16,6.6481962896597695
6,17,6.92090080337033
6,18,7.847166952905187
6,19,8.326260372293422
6,20,7.760640861610426
6,21,7.582508181392183
6,22,7.520141252564951
6,23,7.393731266892935
6,24,6.2064455830507
6,25,7.438290681076914
6,26,6.363058505901233
6,27,5.496077507724608
6,28,4.707417049652915
6,29,3.7180319509979616
6,30,2.8558113072186044
6,31,2.122572902443646
6,32,2.483177391368328
6,33,3.013272014667755
6,34,3.6733386894383186
6,35,4.556667150556264
6,36,3.9578986857181833
6,37,4.841580916779031
6,38,5.891707758613445
6,39,5.842318361103813
6,40,4.185727541414911
6,41,4.409891925039847
6,42,4.941452967382651
6,43,5.453770147662249
6,44,6.157946528033854
6,45,7.32539406233425
6,46,8.237773295349532
6,47,9.178882694638634
6,48,10.053432649391413
6,49,10.777997220139397
6,50,11.682746462705238
6,51,12.473752300977994
6,52,13.219363897381072
6,53,13.478069764781354
6,54,14.322526422436002
6,55,14.3340149890992
6,56,14.179592867702596
6,57,15.674194476247889
6,58,17.285635364480168
6,59,19.311186677880897
6,60,13.419896611298638
6,61,12.309870124377458
6,62,11.341976158870143
6,63,10.479890363025723
6,64,9.605759815208152
6,65,9.248839102666983
6,66,8.607832047575291
6,67,8.188492238450122
6,68,5.522386433501309
6,69,3.8130879290808624
6,70,2.9749937347680393
6,71,1.9826678429565585
6,72,2.031386692034355
6,73,2.330348648474984
6,74,2.951120423048122
6,75,3.683177759554445
6,76,4.988226794067305
6,77,6.24041999032556
6,78,1.9643659079136067
6,79,1.3653118224936227
6,80,1.0552037695440522
6,81,2.1442353902635145
6,82,11.898770994238292
6,83,10.21570195831877
6,84,9.495521705338094
6,85,8.591181674947368
6,86,7.827809714423596
6,87,7.416600092553706
6,88,6.840691817844118
6,89,5.967864619403102
6,90,5.087313917948976
6,91,4.282810523657414
6,92,2.7457567883497656
6,93,11.606822814613492
6,94,10.58810768411203
6,95,9.65156846108871
6,96,8.88458811553275
6,97,7.66613623899778
6,98,14.280338136275908
6,99,13.188882106518726
6,100,3.3625263221043222
6,101,4.552383882572485
6,102,4.988512155101944
6,103,3.7189637225006194
6,104,5.127251348418578
6,105,3.1022765393373644
6,106,3.244161213100397
6,107,3.8087311315303536
6,108,5.041945129115715
6,109,4.608894701374422
6,110,5.080853718012702
6,111,6.16280177165662
6,112,6.644651237183839
6,113,7.1302335473986265
6,114,8.193578913759035
6,115,8.914731548120027
6,116,8.673311564377743
6,117,9.78703999936972
6,118,10.254761491356074
7,0,15.607421829463982
7,1,5.037052126279386
7,2,4.91485235920033
7,3,3.0107485477180065
7,4,2.3638058124777985
7,5,1.7296600246802076
7,6,0.833865290155018
7,8,1.4968111599023806
7,9,2.125440466649252
7,10,2.4194657003775077
7,11,2.7077270522426025
7,12,3.110120569108184
7,13,6.917730942295605
7,14,7.387618490632509
7,15,7.112133971430792
7,16,7.034640145237438
7,17,7.196481169000522
7,18,8.068312321778293
7,19,8.479180840895816
7,20,7.786955493307223
7,21,7.5414355932133486
7,22,7.376173710496246
7,23,7.198944986231788
7,24,5.92584324743279
7,25,7.018176567150219
7,26,5.935704400514122
7,27,5.070559044830481
7,28,4.350950484157434
7,29,3.4402991467504935
7,30,2.753732084623373
7,31,2.4863015268667095
7,32,3.03326114012583
7,33,3.6892818885096577
7,34,4.423218732842947
7,35,5.313648230426303
7,36,4.404518118365867
7,37,5.132342405226879
7,38,6.1029590567516925
7,39,5.988508278421882
7,40,4.985884220549495
7,41,5.238586370542501
7,42,5.773368095557696
7,43,6.281832320994292
7,44,6.973341596310388
7,45,8.099724487982442
7,46,8.993903595800182
7,47,9.93536388564619
7,48,10.811570987996069
7,49,11.540630610385286
7,50,12.459965745154042
7,51,13.257859191975456
7,52,14.00276562230347
7,53,14.245750985555588
7,54,15.1220973072814
7,55,15.15279023753341
7,56,15.006159336927498
7,57,16.49945815244763
7,58,18.101709884749344
7,59,20.12975301720891
7,60,13.68849013704009
7,61,12.595308090191178
7,62,11.695939140840425
7,63,10.920942418070402
7,64,10.108075614533648
7,65,9.784707935469092
7,66,9.213497891426448
7,67,8.846015601970782
7,68,6.250406195511782
7,69,4.642396506634658
7,70,3.8088580980885274
7,71,2.6828075353598617
7,72,2.5866902021859985
7,73,2.6243929178970493
7,74,2.992886480740905
7,75,3.67529722912584
7,76,4.923287628766076
7,77,6.072658480658653
7,78,1.9378190381132545
7,79,1.641495866522653
7,80,1.7502418304391998
7,81,2.959774932344988
7,82,12.550261279975784
7,83,10.893621533513738
7,84,10.19779700037006
7,85,9.337293964976729
7,86,8.623706601888271
7,87,8.233140771172206
7,88,7.671233074613241
7,89,6.80120871495268
7,90,5.901727293407669
7,91,5.083789212571541
7,92,3.540216251703059
7,93,12.438154908774493
7,94,11.419530000577645
7,95,10.48324019647774
7,96,9.716941672692235
7,97,8.499396215840113
7,98,14.875654508906324
7,99,13.817557100645729
7,100,4.124576493494788
7,101,5.386196953886451
7,102,5.775776740210204
7,103,4.538522067611987
7,104,5.945377026718201
7,105,3.7552856487074004
7,106,3.683766845273681
7,107,3.964918734936241
7,108,4.898045162978619
7,109,4.569114453660597
7,110,5.166574743341795
7,111,6.526128751197314
7,112,7.0547274662147235
7,113,7.598123765296581
7,114,8.731879417329594
7,115,9.462220746285741
7,116,9.300102714052434
7,117,10.534276869959887
7,118,11.03881354326797
8,0,14.892722677093422
8,1,6.500994395420392
8,2,6.3154015658804346
8,3,4.297615812773888
8,4,3.500502646559347
8,5,2.693464223258357
8,6,2.1196883149199155
8,7,1.4968111599023806
8,9,0.6394912854626909
8,10,1.3588950959925785
8,11,1.8252096045345372
8,12,2.4340601924125083
8,13,8.367963356948152
8,14,8.869827056751486
8,15,8.60891299909531
8,16,8.519624171902214
8,17,8.644349603957412
8,18,9.486048099501007
8,19,9.85371158034467
8,20,9.070096292686882
8,21,8.765884026252944
8,22,8.494876469096305
8,23,8.260284401661089
8,24,4.581386304210199
8,25,5.557763162460846
8,26,4.476616285688053
8,27,3.6190060318916233
8,28,2.965631782105591
8,29,2.1877651985339472
8,30,1.8762838142167708
8,31,2.5112749932057628
8,32,3.2899379094921657
8,33,4.141128035595077
8,34,5.026171913571243
8,35,5.898772346767269
8,36,4.287344484365524
8,37,4.6594442487741325
8,38,5.437064569018465
8,39,5.2178903732431365
8,40,5.752305447202423
8,41,6.17780686893885
8,42,6.869277696866182
8,43,7.414549368561848
8,44,8.175912502999598
8,45,9.417330526207701
8,46,10.343545712369401
8,47,11.283655410842812
8,48,12.156419830520365
8,49,12.877001781130048
8,50,13.766199737912121
8,51,14.547205147631907
8,52,15.293226275580441
8,53,15.570831503836823
8,54,16.3656320806226
8,55,16.315398676727145
8,56,16.115962168082834
8,57,17.617459095744277
8,58,19.275202029196393
8,59,21.2879161698118
8,60,12.982287861154196
8,61,11.927379005298388
8,62,11.16064724072455
8,63,10.565299277567993
8,64,9.893943458319802
8,65,9.650807851104878
8,66,9.256400901728078
8,67,9.031783865825725
8,68,6.707168017451301
8,69,5.603193841442582
8,70,4.885989874832747
8,71,4.097700517686095
8,72,4.06764293779525
8,73,4.109076699146571
8,74,4.373843380928077
8,75,5.00142520374727
8,76,6.168923035466922
8,77,7.1875106233820665
8,78,3.333976343228213
8,79,3.135644432827706
8,80,3.1618461559512783
8,81,3.9003219479111384
8,82,12.669791807630663
8,83,11.10619038044251
8,84,10.492439093022913
8,85,9.789202793321094
8,86,9.290655814855356
8,87,9.022551554069913
8,88,8.593726115251732
8,89,7.856118166778873
8,90,7.115055766748036
8,91,6.348246570332915
8,92,4.350921583416172
8,93,13.338736714177095
8,94,12.326683958514266
8,95,11.400161196012235
8,96,10.652136446918814
8,97,9.46697185438452
8,98,14.827949638429374
8,99,13.864038277209012
8,100,5.473047789838508
8,101,6.417202375927416
8,102,6.459902181982177
8,103,5.7418039629986
8,104,6.783303205046769
8,105,5.204586131480161
8,106,5.180386547758595
8,107,5.38336565617299
8,108,3.7409851025125933
8,109,3.5786835817191074
8,110,4.337238705192821
8,111,6.1188485593342445
8,112,6.719453903006924
8,113,7.364023628713997
8,114,8.623480925244733
8,115,9.360616526011933
8,116,9.395432175447679
8,117,10.975087914368656
8,118,11.623093400823391
9,0,14.757699175623236
9,1,7.1401099393905625
9,2,6.952230326586466
9,3,4.923833061140283
9,4,4.109893858418976
9,5,3.2893998479645172
9,6,2.7570940825733787
9,7,2.125440466649252
9,8,0.6394912854626909
9,10,1.0847937479824825
9,11,1.5885683843413314
9,12,2.2448327942603887
9,13,9.007441796593222
9,14,9.506748449918232
9,15,9.233212628457983
9,16,9.126066684518813
9,17,9.223373017569921
9,18,10.045879488429508
9,19,10.389091558998878
9,20,9.561320294825283
9,21,9.230534141221346
9,22,8.912953907088284
9,23,8.65442694459286
9,24,4.132998192247196
9,25,4.995736344663312
9,26,3.9205338538304257
9,27,3.0779249983395083
9,28,2.5082720574018835
9,29,1.8988453483249046
9,30,1.9146500632614456
9,31,2.8927373456819594
9,32,3.6999114020174355
9,33,4.581618914538254
9,34,5.493122365692217
9,35,6.348489654996789
9,36,4.5269014602226205
9,37,4.733524252705894
9,38,5.397538437685769
9,39,5.128341281730288
9,40,6.2561832517733205
9,41,6.723864716925573
9,42,7.449931875027551
9,43,8.00190276413285
9,44,8.777151013820077
9,45,10.04036862842908
9,46,10.97168471774978
9,47,11.911177746129534
9,48,12.783018489517426
9,49,13.501802235371573
9,50,14.384731138807194
9,51,15.161847610068966
9,52,15.90783080866118
9,53,16.192631864974533
9,54,16.969037256071736
9,55,16.898374264597415
9,56,16.684800396983285
9,57,18.187565945554475
9,58,19.859584348833444
9,59,21.867366069370807
9,60,12.857379901633855
9,61,11.825334406098495
9,62,11.125619339085597
9,63,10.61569680606204
9,64,10.010335591482274
9,65,9.80274817844425
9,66,9.482956625983615
9,67,9.315128644749276
9,68,7.107026189613997
9,69,6.158662152205427
9,70,5.472817170896617
9,71,4.736604636912133
9,72,4.704125096262434
9,73,4.720038857359705
9,74,4.9321196066943145
9,75,5.531757672386938
9,76,6.6563567356991244
9,77,7.61167545271922
9,78,3.907966775602518
9,79,3.7567576749025013
9,80,3.801125179560805
9,81,4.469166914108546
9,82,12.908570093659126
9,83,11.387580586479558
9,84,10.80758333489871
